Artist and Title,Streams,Daily,streams,Occurrence,Artist,title
Taio Cruz - Break Your Heart,657993146,342630.0,657993146,0,Taio Cruz,Break Your Heart
Luis Miguel - La Incondicional,657394202,300234.0,657394202,0,Luis Miguel,La Incondicional
Meghan Trainor - Dear Future Husband,657288922,345268.0,657288922,0,Meghan Trainor,Dear Future Husband
Taylor Swift - Bad Blood,657258968,165182.0,657258968,0,Taylor Swift,Bad Blood
Kanye West - Black Skinhead,657240214,151222.0,657240214,0,Kanye West,Black Skinhead
Shawn Mendes - I Know What You Did Last Summer,656767078,158765.0,656767078,0,Shawn Mendes,I Know What You Did Last Summer
Cardi B - Please Me,656684895,409982.0,656684895,0,Cardi B,Please Me
Linkin Park - Somewhere I Belong,656678502,708274.0,656678502,0,Linkin Park,Somewhere I Belong
Ricky Martin - Vente Pa' Ca,656612897,185347.0,656612897,0,Ricky Martin,Vente Pa' Ca
Bad Bunny - Un Coco,655910314,379615.0,655910314,0,Bad Bunny,Un Coco
OneRepublic - Run,655894963,288687.0,655894963,0,OneRepublic,Run
The Righteous Brothers - Unchained Melody,655875700,333414.0,655875700,0,The Righteous Brothers,Unchained Melody
"Earth, Wind & Fire - Let's Groove",655442678,467472.0,655442678,0,"Earth, Wind & Fire",Let's Groove
Foo Fighters - Learn to Fly,655218155,259593.0,655218155,0,Foo Fighters,Learn to Fly
Tove Lo - Stay High,654803113,143105.0,654803113,0,Tove Lo,Stay High
System Of A Down - Aerials,654610654,701123.0,654610654,0,System Of A Down,Aerials
Mon Laferte - Tu Falta De Querer,654269188,550769.0,654269188,0,Mon Laferte,Tu Falta De Querer
Fergie - Big Girls Don't Cry (Personal),654215201,308365.0,654215201,0,Fergie,Big Girls Don't Cry (Personal)
Fuerza Regida - SABOR FRESA,653946055,331504.0,653946055,0,Fuerza Regida,SABOR FRESA
Imanbek - Belly Dancer,653395435,313550.0,653395435,0,Imanbek,Belly Dancer
"All Time Low - Dear Maria, Count Me In",653145152,430169.0,653145152,0,All Time Low,"Dear Maria, Count Me In"
Khalid - OTW,653035272,110830.0,653035272,0,Khalid,OTW
Black Eyed Peas - Just Can’t Get Enough,653021025,447171.0,653021025,0,Black Eyed Peas,Just Can’t Get Enough
Chino Pacas - El Gordo Trae El Mando,652990174,175111.0,652990174,0,Chino Pacas,El Gordo Trae El Mando
Daniel Caesar - Japanese Denim,652805487,441330.0,652805487,0,Daniel Caesar,Japanese Denim
The All-American Rejects - Gives You Hell,652641336,267708.0,652641336,0,The All-American Rejects,Gives You Hell
Rema - Calm Down,652568775,219556.0,652568775,1,Rema,Calm Down
Gabry Ponte - Thunder,652566080,330672.0,652566080,0,Gabry Ponte,Thunder
Maluma - Sobrio,652052239,165313.0,652052239,0,Maluma,Sobrio
Michael Jackson - Rock with You,652030223,495181.0,652030223,0,Michael Jackson,Rock with You
The Beatles - Hey Jude,651765762,250624.0,651765762,0,The Beatles,Hey Jude
Shawn Mendes - Monster (Shawn Mendes & Justin Bieber),651642700,161715.0,651642700,0,Shawn Mendes,Monster (Shawn Mendes & Justin Bieber)
Beyoncé - Drunk in Love,651565247,155854.0,651565247,0,Beyoncé,Drunk in Love
Alan Walker - Darkside,651387458,199375.0,651387458,0,Alan Walker,Darkside
Radiohead - Karma Police,650534680,637128.0,650534680,0,Radiohead,Karma Police
Kanye West - Famous,650425900,128567.0,650425900,0,Kanye West,Famous
Jessie J - Domino,649696315,421677.0,649696315,0,Jessie J,Domino
David Guetta - Bad,649598352,173660.0,649598352,0,David Guetta,Bad
R. Kelly - Ignition,649547790,104819.0,649547790,0,R. Kelly,Ignition
Taylor Swift - my tears ricochet,649384393,511848.0,649384393,0,Taylor Swift,my tears ricochet
Pitbull - International Love,649033981,735844.0,649033981,0,Pitbull,International Love
Rita Ora - Your Song,648688417,67979.0,648688417,0,Rita Ora,Your Song
Lady Gaga - Applause,648650308,338542.0,648650308,0,Lady Gaga,Applause
U2 - One,648564840,269297.0,648564840,0,U2,One
Bob Marley & The Wailers - Jamming,648481524,350026.0,648481524,0,Bob Marley & The Wailers,Jamming
The Who - Baba O'Riley,648350236,223086.0,648350236,0,The Who,Baba O'Riley
Justin Timberlake - Cry Me a River,647932255,272802.0,647932255,0,Justin Timberlake,Cry Me a River
Junior H - Y LLORO,647845598,807207.0,647845598,0,Junior H,Y LLORO
NewJeans - Hype Boy,647755144,279787.0,647755144,0,NewJeans,Hype Boy
The Weeknd - Wicked Games,647650912,246924.0,647650912,0,The Weeknd,Wicked Games
Limp Bizkit - Rollin' (Air Raid Vehicle),647563947,516647.0,647563947,0,Limp Bizkit,Rollin' (Air Raid Vehicle)
blackbear - do re mi,646760197,100506.0,646760197,0,blackbear,do re mi
Rupert Holmes - Escape (The Pina Colada Song),646629348,271441.0,646629348,0,Rupert Holmes,Escape (The Pina Colada Song)
Laufey - From The Start,646277558,712115.0,646277558,0,Laufey,From The Start
Band Aid - Do They Know It's Christmas?,645904543,11140.0,645904543,0,Band Aid,Do They Know It's Christmas?
Green Day - When I Come Around,645476587,303614.0,645476587,0,Green Day,When I Come Around
Snakehips - All My Friends,645357967,99006.0,645357967,0,Snakehips,All My Friends
Daniel Powter - Bad Day,645108013,238111.0,645108013,0,Daniel Powter,Bad Day
Chase Atlantic - Into It,644898463,619311.0,644898463,0,Chase Atlantic,Into It
Charlie Puth - Light Switch,644339242,149872.0,644339242,0,Charlie Puth,Light Switch
Rvssian - Santa,643770015,680210.0,643770015,0,Rvssian,Santa
King Von - Took Her To The O,643277923,627165.0,643277923,0,King Von,Took Her To The O
ThxSoMch - SPIT IN MY FACE!,643234090,452343.0,643234090,0,ThxSoMch,SPIT IN MY FACE!
Jessie J - Price Tag,643104860,594230.0,643104860,0,Jessie J,Price Tag
Ellie Goulding - Close To Me,642929835,76656.0,642929835,0,Ellie Goulding,Close To Me
"John Denver - Take Me Home, Country Roads",642877804,208628.0,642877804,0,John Denver,"Take Me Home, Country Roads"
Beyoncé - If I Were a Boy,642696668,237812.0,642696668,0,Beyoncé,If I Were a Boy
"KAROL G - Ay, DiOs Mío!",642396582,148059.0,642396582,0,KAROL G,"Ay, DiOs Mío!"
Becky G - Cuando Te Besé,642233768,190226.0,642233768,0,Becky G,Cuando Te Besé
Zion & Lennox - La player (Bandolera),642180193,142255.0,642180193,0,Zion & Lennox,La player (Bandolera)
Danny Ocean - Dembow,641996069,252226.0,641996069,0,Danny Ocean,Dembow
Bad Bunny - Una Vez,641817199,260614.0,641817199,0,Bad Bunny,Una Vez
The Black Keys - Lonely Boy,641665801,247859.0,641665801,0,The Black Keys,Lonely Boy
George Michael - Faith,641334381,329136.0,641334381,0,George Michael,Faith
Silk City - Electricity,641204598,95440.0,641204598,0,Silk City,Electricity
Soulja Boy - Crank That (Soulja Boy),641065653,300940.0,641065653,0,Soulja Boy,Crank That (Soulja Boy)
Maluma - HP,640732616,112245.0,640732616,0,Maluma,HP
Miguel - Sky Walker,640670894,212561.0,640670894,0,Miguel,Sky Walker
Sheppard - Geronimo,640091219,234262.0,640091219,0,Sheppard,Geronimo
Dan + Shay - Tequila,639984263,136982.0,639984263,0,Dan + Shay,Tequila
Rihanna - Kiss It Better,639572866,451012.0,639572866,0,Rihanna,Kiss It Better
Myke Towers - LA FALDA,639532335,382339.0,639532335,0,Myke Towers,LA FALDA
The Rolling Stones - Sympathy For The Devil,639275230,213673.0,639275230,0,The Rolling Stones,Sympathy For The Devil
Jay Rock - King's Dead,639215206,149607.0,639215206,0,Jay Rock,King's Dead
Kehlani - Nights Like This,639053898,248261.0,639053898,0,Kehlani,Nights Like This
Sech - Relación,639007097,69155.0,639007097,0,Sech,Relación
Calvin Harris - Under Control,638978144,331020.0,638978144,0,Calvin Harris,Under Control
Katy Perry - Part Of Me,638751240,380867.0,638751240,0,Katy Perry,Part Of Me
GoldLink - Crew,638726144,293450.0,638726144,0,GoldLink,Crew
Chris Brown - Loyal,638525879,311063.0,638525879,0,Chris Brown,Loyal
Jack Johnson - Banana Pancakes,638521946,245671.0,638521946,0,Jack Johnson,Banana Pancakes
Lorde - Green Light,638408817,217740.0,638408817,0,Lorde,Green Light
Shawn Mendes - Wonder,638368356,176678.0,638368356,0,Shawn Mendes,Wonder
Amy Winehouse - Valerie,638276516,245198.0,638276516,0,Amy Winehouse,Valerie
Beyoncé - TEXAS HOLD 'EM,637987030,506799.0,637987030,0,Beyoncé,TEXAS HOLD 'EM
CKay - love nwantiti,637869140,140847.0,637869140,0,CKay,love nwantiti
Hailee Steinfeld - Most Girls,637778480,87365.0,637778480,0,Hailee Steinfeld,Most Girls
Saweetie - Best Friend,637621062,199172.0,637621062,0,Saweetie,Best Friend
U2 - Beautiful Day,637597465,281546.0,637597465,0,U2,Beautiful Day
Dean Lewis - Waves,637553343,253267.0,637553343,0,Dean Lewis,Waves
Ed Sheeran - Tenerife Sea,637039677,120292.0,637039677,0,Ed Sheeran,Tenerife Sea
Carlos Baute - Colgando en tus manos (con Marta Sánchez),636369157,443585.0,636369157,0,Carlos Baute,Colgando en tus manos (con Marta Sánchez)
Lady Gaga - Bloody Mary,636203939,367142.0,636203939,0,Lady Gaga,Bloody Mary
David Guetta - Play Hard,636001775,494696.0,636001775,0,David Guetta,Play Hard
Queen - Radio Ga Ga,635595944,275796.0,635595944,0,Queen,Radio Ga Ga
Harry Styles - Sweet Creature,635546055,132052.0,635546055,0,Harry Styles,Sweet Creature
Linkin Park - Papercut,635504376,357321.0,635504376,0,Linkin Park,Papercut
YNW Melly - Suicidal,634921692,317855.0,634921692,0,YNW Melly,Suicidal
Hozier - Someone New,634500368,730140.0,634500368,0,Hozier,Someone New
Sean Paul - Get Busy,633920861,309119.0,633920861,0,Sean Paul,Get Busy
Lil Wayne - A Milli,633811796,329394.0,633811796,0,Lil Wayne,A Milli
House Of Pain - Jump Around,633707608,322968.0,633707608,0,House Of Pain,Jump Around
Burak Yeter - Tuesday,633259119,152225.0,633259119,0,Burak Yeter,Tuesday
The Chainsmokers - Call You Mine,632580468,79927.0,632580468,0,The Chainsmokers,Call You Mine
Mary J. Blige - Family Affair,631976638,500432.0,631976638,0,Mary J. Blige,Family Affair
Camilo - Tutu,631845926,142762.0,631845926,0,Camilo,Tutu
Morat - No Se Va,631821816,352126.0,631821816,0,Morat,No Se Va
Lifehouse - You And Me,631443688,282887.0,631443688,0,Lifehouse,You And Me
KAROL G - X SI VOLVEMOS,631310518,352983.0,631310518,0,KAROL G,X SI VOLVEMOS
Post Malone - Stay,631244092,132361.0,631244092,0,Post Malone,Stay
t.A.T.u. - All The Things She Said,631000642,333224.0,631000642,0,t.A.T.u.,All The Things She Said
Sam Cooke - (What A) Wonderful World,630858908,186216.0,630858908,0,Sam Cooke,(What A) Wonderful World
6ix9ine - BEBE,630805952,202201.0,630805952,0,6ix9ine,BEBE
Chris Brown - Ayo,630628605,191816.0,630628605,0,Chris Brown,Ayo
BTS - Euphoria,630313105,161683.0,630313105,0,BTS,Euphoria
Danny Ocean - Fuera del mercado,630198945,387970.0,630198945,0,Danny Ocean,Fuera del mercado
The Chainsmokers - All We Know,630198319,108604.0,630198319,0,The Chainsmokers,All We Know
Eagle-Eye Cherry - Save Tonight,630114256,283613.0,630114256,0,Eagle-Eye Cherry,Save Tonight
Taylor Swift - Bejeweled,630089613,257033.0,630089613,0,Taylor Swift,Bejeweled
Steve Lacy - C U Girl,629573886,430799.0,629573886,0,Steve Lacy,C U Girl
Soda Stereo - De Música Ligera,629510734,311757.0,629510734,0,Soda Stereo,De Música Ligera
Backstreet Boys - Everybody (Backstreet's Back),629469576,327459.0,629469576,0,Backstreet Boys,Everybody (Backstreet's Back)
Christian Nodal - Ya No Somos Ni Seremos,629282476,382443.0,629282476,0,Christian Nodal,Ya No Somos Ni Seremos
Sia - Genius,629132506,207960.0,629132506,0,Sia,Genius
Nick Jonas - Jealous,629012231,262844.0,629012231,0,Nick Jonas,Jealous
Maluma - Corazón,628920678,143216.0,628920678,0,Maluma,Corazón
Labrinth - All For Us,628855933,366084.0,628855933,0,Labrinth,All For Us
Ritt Momney - Put Your Records On,628615886,108224.0,628615886,0,Ritt Momney,Put Your Records On
Travis Scott - MY EYES,628267593,579805.0,628267593,0,Travis Scott,MY EYES
Shania Twain - You're Still The One,628010563,395235.0,628010563,0,Shania Twain,You're Still The One
Al Green - Let's Stay Together,627866993,241844.0,627866993,0,Al Green,Let's Stay Together
The Strokes - Reptilia,627833324,233804.0,627833324,0,The Strokes,Reptilia
Arctic Monkeys - Arabella,627424081,262591.0,627424081,0,Arctic Monkeys,Arabella
J Balvin - No Es Justo,627157862,167464.0,627157862,0,J Balvin,No Es Justo
Don Henley - The Boys Of Summer,626916928,315571.0,626916928,0,Don Henley,The Boys Of Summer
BLACKPINK - Lovesick Girls,626888480,185194.0,626888480,0,BLACKPINK,Lovesick Girls
Justin Bieber - Boyfriend,626716658,298437.0,626716658,0,Justin Bieber,Boyfriend
Ozuna - Dile Que Tu Me Quieres,626620370,257921.0,626620370,0,Ozuna,Dile Que Tu Me Quieres
Nickelback - Rockstar,626073121,466477.0,626073121,0,Nickelback,Rockstar
Lil Tecca - Love Me,625694155,269386.0,625694155,0,Lil Tecca,Love Me
XXXTENTACION - BAD!,625578979,328504.0,625578979,0,XXXTENTACION,BAD!
Nicky Jam - Hasta el Amanecer,625443501,295815.0,625443501,0,Nicky Jam,Hasta el Amanecer
Rammstein - Sonne,625090657,547684.0,625090657,0,Rammstein,Sonne
Chappell Roan - HOT TO GO!,625051348,1238397.0,625051348,0,Chappell Roan,HOT TO GO!
Bazzi - Paradise,624908409,144265.0,624908409,0,Bazzi,Paradise
Eric Carmen - Hungry Eyes,623947288,505587.0,623947288,0,Eric Carmen,Hungry Eyes
One Direction - History,623613322,139335.0,623613322,0,One Direction,History
Rels B - cómo dormiste?,623192897,321017.0,623192897,0,Rels B,cómo dormiste?
"Daya - Sit Still, Look Pretty",623088494,182142.0,623088494,0,Daya,"Sit Still, Look Pretty"
"Ciara - 1, 2 Step",623071149,341184.0,623071149,0,Ciara,"1, 2 Step"
Lil Xan - Betrayed,622984741,69308.0,622984741,0,Lil Xan,Betrayed
"Tyler, The Creator - ARE WE STILL FRIENDS?",622675275,953928.0,622675275,0,"Tyler, The Creator",ARE WE STILL FRIENDS?
Trueno - Mamichula,622604760,266395.0,622604760,0,Trueno,Mamichula
Rauw Alejandro - Reloj,622531982,153826.0,622531982,0,Rauw Alejandro,Reloj
Martin Garrix - There for You,622422855,61295.0,622422855,0,Martin Garrix,There for You
Bazzi - I.F.L.Y.,622238519,110838.0,622238519,0,Bazzi,I.F.L.Y.
Joji - worldstar money (interlude),622150432,185641.0,622150432,0,Joji,worldstar money (interlude)
Modjo - Lady,622098393,689894.0,622098393,0,Modjo,Lady
Blue Öyster Cult - (Don't Fear) The Reaper,622030832,282990.0,622030832,0,Blue Öyster Cult,(Don't Fear) The Reaper
MARINA - Bubblegum Bitch,621993346,263178.0,621993346,0,MARINA,Bubblegum Bitch
KAROL G - EL MAKINON,621922914,131498.0,621922914,0,KAROL G,EL MAKINON
The Human League - Don't You Want Me,621851111,307499.0,621851111,0,The Human League,Don't You Want Me
Iggy Azalea - Black Widow,621798421,179954.0,621798421,0,Iggy Azalea,Black Widow
Ozuna - Una Locura,621434214,116207.0,621434214,0,Ozuna,Una Locura
Luke Bryan - Play It Again,621192601,295843.0,621192601,0,Luke Bryan,Play It Again
Juice WRLD - Let Me Know (I Wonder Why Freestyle),621096658,373613.0,621096658,0,Juice WRLD,Let Me Know (I Wonder Why Freestyle)
NLE Choppa - Walk Em Down,621079534,160830.0,621079534,0,NLE Choppa,Walk Em Down
The Beach Boys - Wouldn't It Be Nice,620879612,205773.0,620879612,0,The Beach Boys,Wouldn't It Be Nice
Pop Smoke - Hello,620859013,168653.0,620859013,0,Pop Smoke,Hello
Sebastian Yatra - Un Año,620159770,152137.0,620159770,0,Sebastian Yatra,Un Año
Sade - Smooth Operator,620098831,604054.0,620098831,0,Sade,Smooth Operator
Lil Skies - Lust,620080380,181380.0,620080380,0,Lil Skies,Lust
Steppenwolf - Born To Be Wild,619635292,197631.0,619635292,0,Steppenwolf,Born To Be Wild
Billie Eilish - listen before i go,619554871,248606.0,619554871,0,Billie Eilish,listen before i go
Kygo - Remind Me to Forget,619526773,90509.0,619526773,0,Kygo,Remind Me to Forget
Super Yei - La Forma en Que Me Miras,619509178,290660.0,619509178,0,Super Yei,La Forma en Que Me Miras
TV Girl - Blue Hair,619298656,721348.0,619298656,0,TV Girl,Blue Hair
DJ Khaled - No Brainer,618985758,66606.0,618985758,0,DJ Khaled,No Brainer
Taylor Swift - I Can Do It With a Broken Heart,618875122,712287.0,618875122,0,Taylor Swift,I Can Do It With a Broken Heart
Migos - Slippery,618847406,77800.0,618847406,0,Migos,Slippery
Childish Gambino - This Is America,618732554,99871.0,618732554,0,Childish Gambino,This Is America
Oliver Tree - Life Goes On,618684471,151107.0,618684471,0,Oliver Tree,Life Goes On
Adele - Oh My God,618478343,166996.0,618478343,0,Adele,Oh My God
Jeremih - Don't Tell 'Em,618353800,249296.0,618353800,0,Jeremih,Don't Tell 'Em
Childish Gambino - Heartbeat,618352204,635954.0,618352204,0,Childish Gambino,Heartbeat
Bryson Tiller - Right My Wrongs,618232040,568821.0,618232040,0,Bryson Tiller,Right My Wrongs
Kanye West - Ghost Town,617615326,379438.0,617615326,0,Kanye West,Ghost Town
Rihanna - What's My Name?,617552658,363210.0,617552658,0,Rihanna,What's My Name?
Nicky Jam - El Amante,617491724,162989.0,617491724,0,Nicky Jam,El Amante
Lil Wayne - Lollipop,617428445,384244.0,617428445,0,Lil Wayne,Lollipop
Kendrick Lamar - Poetic Justice,617150015,414689.0,617150015,0,Kendrick Lamar,Poetic Justice
XXXTENTACION - Arms Around You,617076013,107372.0,617076013,0,XXXTENTACION,Arms Around You
Kygo - Stay,616146044,58290.0,616146044,0,Kygo,Stay
Chris Stapleton - You Should Probably Leave,616007763,705526.0,616007763,0,Chris Stapleton,You Should Probably Leave
Brett Young - In Case You Didn't Know,615957038,212331.0,615957038,0,Brett Young,In Case You Didn't Know
Kygo - Born To Be Yours,615552977,137841.0,615552977,0,Kygo,Born To Be Yours
Troye Sivan - Angel Baby,615420950,267794.0,615420950,0,Troye Sivan,Angel Baby
Shakira - Can't Remember to Forget You,615105237,366427.0,615105237,0,Shakira,Can't Remember to Forget You
Rae Sremmurd - No Type,614989866,124234.0,614989866,0,Rae Sremmurd,No Type
Demi Lovato - Confident,614985126,192101.0,614985126,0,Demi Lovato,Confident
Starship - We Built This City,614554382,244226.0,614554382,0,Starship,We Built This City
JAY-Z - Run This Town,614538234,388844.0,614538234,0,JAY-Z,Run This Town
Camilo - Vida de Rico,614510233,168688.0,614510233,0,Camilo,Vida de Rico
Cardi B - Money,614377618,109494.0,614377618,0,Cardi B,Money
Morgan Wallen - Thinkin’ Bout Me,614363228,495219.0,614363228,0,Morgan Wallen,Thinkin’ Bout Me
21 Savage - X,614332582,104944.0,614332582,0,21 Savage,X
Bishop Briggs - River,614308234,244321.0,614308234,0,Bishop Briggs,River
Nelly - Hot In Herre,614268986,301816.0,614268986,0,Nelly,Hot In Herre
Lil Peep - nuts,614225779,595634.0,614225779,0,Lil Peep,nuts
T.I. - Live Your Life,614127268,301933.0,614127268,0,T.I.,Live Your Life
Post Malone - Chemical,614125015,333214.0,614125015,0,Post Malone,Chemical
Arcángel - Sigues Con El,614091281,136937.0,614091281,0,Arcángel,Sigues Con El
Robbie Williams - Angels,613897655,439316.0,613897655,0,Robbie Williams,Angels
Christian Nodal - De Los Besos Que Te Di,613669110,256191.0,613669110,0,Christian Nodal,De Los Besos Que Te Di
Echosmith - Cool Kids,613513967,189949.0,613513967,0,Echosmith,Cool Kids
Migos - MotorSport,613442405,87289.0,613442405,0,Migos,MotorSport
Ozuna - Solita,613369384,186414.0,613369384,0,Ozuna,Solita
Sebastian Yatra - No Hay Nadie Más,613244740,268249.0,613244740,0,Sebastian Yatra,No Hay Nadie Más
Madison Beer - Reckless,613229200,402683.0,613229200,0,Madison Beer,Reckless
Astrid S - Hurts So Good,613129520,238348.0,613129520,0,Astrid S,Hurts So Good
"ROSALÍA - Yo x Ti, Tu x Mi",612947358,127401.0,612947358,0,ROSALÍA,"Yo x Ti, Tu x Mi"
Drake - Portland,612882851,97028.0,612882851,0,Drake,Portland
Michael Marcagi - Scared To Start,612842089,651336.0,612842089,0,Michael Marcagi,Scared To Start
Ariana Grande - pov,612514017,232195.0,612514017,0,Ariana Grande,pov
Bon Jovi - Always,612402246,350412.0,612402246,0,Bon Jovi,Always
Coyote Theory - This Side of Paradise,612394544,321982.0,612394544,0,Coyote Theory,This Side of Paradise
Aventura - Obsesion,612038631,397269.0,612038631,0,Aventura,Obsesion
Andy Grammer - Don't Give Up On Me,611950421,410103.0,611950421,0,Andy Grammer,Don't Give Up On Me
The Pointer Sisters - I'm So Excited,611329425,309207.0,611329425,0,The Pointer Sisters,I'm So Excited
AronChupa - I'm an Albatraoz,611252712,156650.0,611252712,0,AronChupa,I'm an Albatraoz
BLACKPINK - Ice Cream,611058705,119346.0,611058705,0,BLACKPINK,Ice Cream
Amy Winehouse - Rehab,610929386,244152.0,610929386,0,Amy Winehouse,Rehab
Empire Of The Sun - We Are The People,610858618,1340884.0,610858618,0,Empire Of The Sun,We Are The People
Rex Orange County - Sunflower,610743478,173791.0,610743478,0,Rex Orange County,Sunflower
2Pac - Changes,610466263,261944.0,610466263,0,2Pac,Changes
Pablo Alborán - Saturno,610441608,499248.0,610441608,0,Pablo Alborán,Saturno
Post Malone - Hollywood's Bleeding,610349270,156172.0,610349270,0,Post Malone,Hollywood's Bleeding
Dave - Location,610273498,243963.0,610273498,0,Dave,Location
Luke Combs - The Kind of Love We Make,610111731,478402.0,610111731,0,Luke Combs,The Kind of Love We Make
Brent Faiyaz - Trust,610097398,235465.0,610097398,0,Brent Faiyaz,Trust
Céline Dion - My Heart Will Go On,609887667,236185.0,609887667,0,Céline Dion,My Heart Will Go On
Natanael Cano - Madonna,609715679,863661.0,609715679,0,Natanael Cano,Madonna
J Balvin - Safari,609681801,254920.0,609681801,0,J Balvin,Safari
SZA - The Weekend,609552142,267146.0,609552142,0,SZA,The Weekend
Nicki Minaj - Super Freaky Girl,609525893,176564.0,609525893,0,Nicki Minaj,Super Freaky Girl
The Killers - Human,609316578,275880.0,609316578,0,The Killers,Human
Sam Smith - Lay Me Down,609222514,73127.0,609222514,0,Sam Smith,Lay Me Down
Slipknot - Before I Forget,609200375,413525.0,609200375,0,Slipknot,Before I Forget
Doja Cat - Vegas (From the Original Motion Picture Soundtrack ELVIS),608708695,172847.0,608708695,0,Doja Cat,Vegas (From the Original Motion Picture Soundtrack ELVIS)
David Bowie - Starman,608588807,288448.0,608588807,0,David Bowie,Starman
Nat King Cole - The Christmas Song (Merry Christmas To You),608531883,12758.0,608531883,0,Nat King Cole,The Christmas Song (Merry Christmas To You)
Russ - What They Want,608497722,135209.0,608497722,0,Russ,What They Want
Aqua - Barbie Girl,608496616,284301.0,608496616,0,Aqua,Barbie Girl
Ava Max - So Am I,608371073,116541.0,608371073,0,Ava Max,So Am I
Morgan Wallen - More Than My Hometown,608355778,351001.0,608355778,0,Morgan Wallen,More Than My Hometown
BTS - Blood Sweat & Tears,608260804,193550.0,608260804,0,BTS,Blood Sweat & Tears
Taiu - Rara Vez,608039181,645897.0,608039181,0,Taiu,Rara Vez
One Direction - They Don't Know About Us,608016948,175464.0,608016948,0,One Direction,They Don't Know About Us
Aventura - Dile al Amor,607705150,403934.0,607705150,0,Aventura,Dile al Amor
"Gracie Abrams - I miss you, I’m sorry",607675845,831584.0,607675845,0,Gracie Abrams,"I miss you, I’m sorry"
Belanova - Rosa Pastel,607566814,435169.0,607566814,0,Belanova,Rosa Pastel
Trippie Redd - Taking A Walk,607491519,120847.0,607491519,0,Trippie Redd,Taking A Walk
Drake - The Motto,607355676,208222.0,607355676,0,Drake,The Motto
Ski Mask The Slump God - Faucet Failure,606921710,96605.0,606921710,0,Ski Mask The Slump God,Faucet Failure
Pop Smoke - Invincible,606893892,171625.0,606893892,0,Pop Smoke,Invincible
Sam Feldt - Post Malone,606643722,77481.0,606643722,0,Sam Feldt,Post Malone
Peso Pluma - Por Las Noches,605464247,209351.0,605464247,0,Peso Pluma,Por Las Noches
Korn - Freak On a Leash,605438459,511051.0,605438459,0,Korn,Freak On a Leash
Kid Cudi - Mr. Rager,604935559,388782.0,604935559,0,Kid Cudi,Mr. Rager
Drake - Way 2 Sexy,604331090,177257.0,604331090,0,Drake,Way 2 Sexy
Metallica - The Unforgiven (Remastered),604329453,297972.0,604329453,0,Metallica,The Unforgiven (Remastered)
PUBLIC - Make You Mine,604272274,154890.0,604272274,0,PUBLIC,Make You Mine
A Boogie Wit da Hoodie - My Shit,604090086,190878.0,604090086,0,A Boogie Wit da Hoodie,My Shit
Marshmello - One Thing Right,603845747,189495.0,603845747,0,Marshmello,One Thing Right
Lil Wayne - Mirror,603652510,279064.0,603652510,0,Lil Wayne,Mirror
Jeremy Zucker - you were good to me,603586102,111902.0,603586102,0,Jeremy Zucker,you were good to me
Beyoncé - Run the World (Girls),603564367,151075.0,603564367,0,Beyoncé,Run the World (Girls)
Los Legendarios - Fiel,603535942,148542.0,603535942,0,Los Legendarios,Fiel
Bad Bunny - MONACO,603206739,388145.0,603206739,0,Bad Bunny,MONACO
Quevedo - VISTA AL MAR,602922254,297930.0,602922254,0,Quevedo,VISTA AL MAR
Chuck Berry - Johnny B. Goode,602748555,198359.0,602748555,0,Chuck Berry,Johnny B. Goode
"Ariana Grande - yes, and?",602185608,536409.0,602185608,0,Ariana Grande,"yes, and?"
Twenty One Pilots - Tear in My Heart,602002577,225560.0,602002577,0,Twenty One Pilots,Tear in My Heart
Pritam - Kesariya,601424685,278384.0,601424685,0,Pritam,Kesariya
J Balvin - Ginza,601266950,265300.0,601266950,0,J Balvin,Ginza
Selena Gomez - Fetish,601240725,341264.0,601240725,0,Selena Gomez,Fetish
Bruce Springsteen - I'm On Fire,600759016,303273.0,600759016,0,Bruce Springsteen,I'm On Fire
Cigarettes After Sex - Sweet,600605651,811258.0,600605651,0,Cigarettes After Sex,Sweet
Nio Garcia - AM Remix,600443035,83549.0,600443035,0,Nio Garcia,AM Remix
Fuerza Regida - HARLEY QUINN,600374848,332246.0,600374848,0,Fuerza Regida,HARLEY QUINN
Ryan Castro - Jordan,599856845,118614.0,599856845,0,Ryan Castro,Jordan
Julia Michaels - Heaven,599833314,138008.0,599833314,0,Julia Michaels,Heaven
Eminem - Sing For The Moment,599490511,274244.0,599490511,0,Eminem,Sing For The Moment
Manuel Turizo - La Nota,599326277,96374.0,599326277,0,Manuel Turizo,La Nota
Chris Rea - Driving Home for Christmas,598990018,9643.0,598990018,0,Chris Rea,Driving Home for Christmas
Fuerza Regida - Ch y la Pizza,598762762,193689.0,598762762,0,Fuerza Regida,Ch y la Pizza
The Smiths - This Charming Man,598675337,291694.0,598675337,0,The Smiths,This Charming Man
George Harrison - My Sweet Lord (2014 Remaster),598616817,393658.0,598616817,0,George Harrison,My Sweet Lord (2014 Remaster)
Katy Perry - Harleys In Hawaii,598486176,333301.0,598486176,0,Katy Perry,Harleys In Hawaii
JP Cooper - September Song,598284008,98809.0,598284008,0,JP Cooper,September Song
Paul McCartney - Wonderful Christmastime,597908657,7583.0,597908657,0,Paul McCartney,Wonderful Christmastime
Pearl Jam - Alive,597844136,244675.0,597844136,0,Pearl Jam,Alive
Lauren Daigle - You Say,597774560,202915.0,597774560,0,Lauren Daigle,You Say
XXXTENTACION - Carry On,597604956,125053.0,597604956,0,XXXTENTACION,Carry On
